===================
001
===================
16 |BITE
19 |MEAN_LOOK
23 |FIRE_FANG
26 |AQUA_JET
32 |DRAGON_TAIL
36 |CHANNELING_BLOW
38 |LIQUIDATION
41 |HAMMER_ARM
46 |DRAGON_RUSH
50 |BULK_UP
53 |CRUNCH
56 |SKY_UPPERCUT
59 |CLOSE_COMBAT
63 |DOUBLE$EDGE
66 |WAVE_CRASH
70 |OUTRAGE
75 |SOLSTICE_BLADE
80 |SUMMIT_STRIKE
85 |SPIKES

===================
010
===================
1  |FLASH
4  |FLASH_RAY
6  |LEER
8  |GUST
11 |QUICK_ATTACK
13 |WHIRLWIND
16 |FLASH_DARTS

===================
011
===================
0  |TWISTER
0  |AIR_CUTTER
1  |FLASH
4  |FLASH_RAY
6  |LEER
8  |GUST
11 |QUICK_ATTACK
13 |WHIRLWIND
16 |FLASH_DARTS
18 |AIR_CUTTER
20 |RAINBOW_FLASH
22 |DEFOG
24 |LIGHT_BEAM
26 |MIRROR_MOVE
29 |LUCKY_CHANT
29 |GLITTER_DANCE
32 |AIR_SLASH
34 |FLOODLIGHT

===================
012
===================
0  |DAZZLING_GLEAM
1  |AURORA_GLOW
1  |SUNNY_BURST
0  |TWISTER
0  |AIR_CUTTER
1  |FLASH
4  |FLASH_RAY
6  |LEER
8  |GUST
11 |QUICK_ATTACK
13 |WHIRLWIND
16 |FLASH_DARTS
18 |AIR_CUTTER
20 |RAINBOW_FLASH
22 |DEFOG
24 |LIGHT_BEAM
26 |MIRROR_MOVE
29 |LUCKY_CHANT
29 |GLITTER_DANCE
32 |AIR_SLASH
34 |FLOODLIGHT
36 |DAZZLING_GLEAM
39 |PSYCHIC_NOISE
41 |ROOST
43 |PRISMATIC_LASER
46 |HURRICANE
48 |HEAT_WAVE
50 |SPOTLIGHT_RAY
52 |MORNING_SUN
55 |CHROMO_BEAM
60 |AEROBLAST
65 |PHOTON_GEYSER

===================
013
===================
1  |TACKLE
3  |SAND_ATTACK
5  |PECK
8  |LEER
10 |QUICK_ATTACK
13 |AIR_CUTTER
15 |FURY_ATTACK

===================
014
===================
0  |FOCUS_ENERGY
1  |TACKLE
3  |SAND_ATTACK
5  |PECK
8  |LEER
10 |QUICK_ATTACK
13 |AIR_CUTTER
15 |FURY_ATTACK
17 |FOCUS_ENERGY
20 |WING_ATTACK
23 |AGILITY
25 |PLUCK
27 |SPIKES
30 |METAL_CLAW

===================
015
===================
0  |METAL_SOUND
1  |TACKLE
5  |SAND_ATTACK
9  |PECK
13 |LEER
15 |AIR_CUTTER
17 |FURY_ATTACK
20 |WING_ATTACK
23 |AGILITY
25 |PLUCK
27 |SPIKES
30 |METAL_CLAW
32 |METAL_SOUND
35 |STEEL_WING
38 |DRILL_PECK
41 |DEFOG
44 |ROOST
47 |IRON_DEFENSE
50 |FLY
53 |NIGHT_SLASH
57 |GYRO_BALL
63 |IRON_HEAD
70 |BRAVE_BIRD

===================
016
===================
1  |POUND
3  |GROWL
5  |LEER
9  |DOUBLE_SLAP
12 |COVET
14 |MACH_PUNCH
17 |BITE
20 |DISABLE
23 |HEADBUTT
26 |STOCKPILE
28 |DIZZY_PUNCH
30 |ICE_BALL
30 |ROLLOUT
32 |BULK_UP

===================
017
===================
0  |BODY_SLAM
1  |POUND
3  |GROWL
5  |LEER
9  |DOUBLE_SLAP
12 |COVET
14 |MACH_PUNCH
17 |BITE
20 |DISABLE
23 |HEADBUTT
26 |STOCKPILE
28 |DIZZY_PUNCH
30 |ICE_BALL
30 |ROLLOUT
32 |BULK_UP
34 |CRUNCH
37 |TAKE_DOWN
40 |ZEN_HEADBUTT
42 |BULLDOZE
45 |DOUBLE$EDGE
50 |ENDEAVOR
55 |EARTHQUAKE
60 |BELLY_DRUM

===================
018
===================
0  |ROCK_BLAST
0  |ROCK_SLIDE
0  |STEALTH_ROCK
1  |SPIKE_CANNON
1  |ENDURE
1  |POUND
3  |GROWL
5  |LEER
9  |DOUBLE_SLAP
12 |COVET
14 |MACH_PUNCH
17 |BITE
20 |DISABLE
23 |HEADBUTT
26 |STOCKPILE
28 |DIZZY_PUNCH
30 |ICE_BALL
30 |ROLLOUT
32 |BULK_UP
34 |CRUNCH
36 |ROCK_BLAST
40 |STEALTH_ROCK
43 |ZEN_HEADBUTT
45 |ROCK_SLIDE
50 |SKY_UPPERCUT
53 |HEAD_SMASH
55 |DOUBLE$EDGE
57 |SWORDS_DANCE
60 |STONE_EDGE
62 |EARTHQUAKE
65 |SUPERPOWER
68 |AMNESIA
71 |VOLT_TACKLE
75 |ENDEAVOR
80 |BELLY_DRUM
85 |SPIKES

===================
019
===================
1  |DOUBLE_KICK
3  |TACKLE
5  |GROWL
7  |HEADBUTT
10 |MACH_PUNCH
13 |FEINT
15 |DETECT
19 |LOW_KICK
20 |BABY$DOLL_EYES
20 |COVET

===================
020
===================
0  |HOCUS_POCUS
0  |DISABLE
1  |KNOCK_OFF
1  |MAGIC_POWDER
1  |DOUBLE_KICK
3  |TACKLE
5  |GROWL
7  |HEADBUTT
10 |MACH_PUNCH
13 |FEINT
15 |DETECT
19 |LOW_KICK
20 |BABY$DOLL_EYES
20 |COVET
22 |DIZZY_PUNCH
23 |ENCORE
23 |ALCHEMY
25 |HYPNOSIS
25 |TRICK
28 |DISENCHANT
31 |QUICK_SPELL
34 |FIRE_PUNCH
34 |THUNDER_PUNCH
34 |ICE_PUNCH
34 |TRI$ATTACK
34 |MANA_PUNCH
36 |MAGIC_MISSILES
38 |TAKE_DOWN
40 |DECK_CHANGE
40 |TRICK_TACKLE
45 |HEALING_CIRCLE

===================
021
===================
0  |DESOLATE_VOID
1  |HOCUS_POCUS
1  |DISABLE
1  |HEALING_CIRCLE
1  |KNOCK_OFF
1  |MAGIC_POWDER
1  |DOUBLE_KICK
3  |TACKLE
5  |GROWL
7  |HEADBUTT
10 |MACH_PUNCH
13 |FEINT
15 |DETECT
19 |LOW_KICK
20 |BABY$DOLL_EYES
20 |COVET
22 |DIZZY_PUNCH
23 |ENCORE
23 |ALCHEMY
25 |HYPNOSIS
25 |TRICK
28 |DISENCHANT
31 |QUICK_SPELL
34 |TRI$ATTACK
34 |FIRE_PUNCH
34 |THUNDER_PUNCH
34 |ICE_PUNCH
34 |MANA_PUNCH
36 |MAGIC_MISSILES
38 |TAKE_DOWN
40 |DECK_CHANGE
40 |TRICK_TACKLE
40 |DESOLATE_VOID
43 |BLIZZARD
46 |GALAXY_BLAST
49 |COSMIC_POWER
52 |MAGIC_ROOM
55 |MEMENTO
58 |ABDUCT
61 |RADIO_BURST
63 |GENESIS_SUPERNOVA
65 |HYPER_BEAM

===================
022
===================
1  |BUG_BITE
10 |PROTECT
15 |HIDDEN_POWER
18 |FOCUS_ENERGY

===================
023
===================
0  |POISON_FANG
1  |BUG_BITE
10 |PROTECT
15 |HIDDEN_POWER
18 |FOCUS_ENERGY
20 |COIL
22 |THIEF
25 |PIN_MISSILE
30 |AQUA_TAIL
32 |IRON_TAIL

===================
024
===================
0  |INFESTATION
1  |BUG_BITE
10 |PROTECT
15 |HIDDEN_POWER
18 |FOCUS_ENERGY
18 |POISON_FANG
20 |COIL
22 |THIEF
25 |PIN_MISSILE
30 |AQUA_TAIL
32 |IRON_TAIL
34 |TOXIC_SPIKES
37 |POISON_TAIL
40 |ENDEAVOR
42 |FLAIL
45 |FELL_STINGER
50 |QUIVER_DANCE
55 |STICKY_WEB
60 |FATAL_BIND
65 |FIRST_IMPRESSION

===================
025
===================
0  |STEALTH_ROCK
1  |ENDURE
1  |BUG_BITE
10 |PROTECT
15 |HIDDEN_POWER
18 |FOCUS_ENERGY
18 |POISON_FANG
20 |COIL
22 |THIEF
25 |PIN_MISSILE
30 |AQUA_TAIL
32 |IRON_TAIL
32 |ROCK_POLISH
34 |STEALTH_ROCK
36 |ROCK_SLIDE
40 |X$SCISSOR
42 |FLAIL
44 |BULLDOZE
47 |SANDSTORM
50 |STONE_EDGE
55 |ROCK_WRECKER
60 |EARTHQUAKE
65 |FATAL_BIND
75 |FIRST_IMPRESSION

===================
026
===================
1  |POUND
3  |LEER
5  |ABSORB
8  |HEADBUTT
10 |ROCK_THROW
13 |LEAF_TORNADO
16 |MAGICAL_LEAF
18 |ROOT_KICK
21 |INGRAIN
24 |ROCK_TOMB

===================
027
===================
0  |MACH_PUNCH
1  |POUND
3  |LEER
5  |ABSORB
8  |HEADBUTT
10 |ROCK_THROW
13 |LEAF_TORNADO
16 |MAGICAL_LEAF
18 |ROOT_KICK
21 |INGRAIN
24 |ROCK_TOMB
28 |MACH_PUNCH
31 |SUBMISSION
35 |STEALTH_ROCK
39 |HAMMER_ARM
42 |KNOCK_OFF
45 |EARTHQUAKE
47 |POWER_WHIP
50 |THUNDER_PUNCH
50 |ICE_PUNCH
53 |SKY_UPPERCUT
56 |SUPERPOWER
59 |GRASSY_TERRAIN
63 |WOOD_HAMMER
70 |OUTRAGE

===================
028
===================
0  |DRAGON_BREATH
0  |GRASS_KNOT
1  |STEALTH_ROCK
1  |SPIKY_SHIELD
1  |DRAGON_TAIL
1  |GRASSY_TERRAIN
1  |FORESTS_CURSE
1  |GIGA_DRAIN
1  |GROWTH
1  |BREAKING_SWIPE
1  |LEAF_TORNADO
1  |MAGICAL_LEAF
1  |INGRAIN
1  |ROCK_TOMB
1  |DRAGON_PULSE
1  |DRAGON_RUSH
1  |LEAF_STORM
1  |FLAMETHROWER
1  |SYNTHESIS
1  |DRACO_METEOR
50 |PETAL_DANCE
60 |NASTY_PLOT
70 |THUNDER
80 |DRACO_METEOR
90 |FRENZY_PLANT

===================
029
===================
1  |ABSORB
4  |GROWTH
7  |WATER_SPORT
10 |STUN_SPORE
13 |MEGA_DRAIN
16 |WORRY_SEED

===================
030
===================
0  |ACID
1  |ABSORB
1  |GROWTH
1  |WATER_SPORT
1  |POISON_STING
5  |EXTRASENSORY
9  |ACID_SPRAY
13 |SLEEP_POWDER
16 |LEECH_SEED
19 |MAGICAL_LEAF
21 |SLUDGE
23 |GRASS_WHISTLE
25 |GIGA_DRAIN
28 |TOXIC_SPIKES
28 |SPIKES
31 |SWEET_SCENT
34 |INGRAIN
37 |SLUDGE_BOMB
40 |TOXIC
43 |AROMATHERAPY
46 |SYNTHESIS
50 |PETAL_DANCE

===================
031
===================
0  |SLUDGE_BOMB
1  |LEAF_STORM
1  |VENOM_DRENCH
1  |TOXIC_SPIKES
1  |SPIKES
1  |LEECH_SEED
1  |SYNTHESIS
1  |MUD_SHOT
1  |SWEET_SCENT
1  |POISON_POWDER
1  |SLEEP_POWDER
1  |INGRAIN
1  |TOXIC
1  |AROMATHERAPY
1  |PETAL_DANCE
1  |GIGA_DRAIN
1  |POISON_STING
1  |SWEET_SCENT
1  |GRASSY_TERRAIN
1  |SLUDGE_BOMB
1  |MAGICAL_LEAF
1  |WEATHER_BALL
70 |STRENGTH_SAP

===================
032
===================
1  |STRING_SHOT
1  |TACKLE
5  |LEAFAGE
8  |BUG_BITE
11 |ENDURE
15 |RAZOR_LEAF

===================
033
===================
0  |PROTECT
1  |STRING_SHOT
1  |TACKLE
5  |LEAFAGE
8  |BUG_BITE
11 |ENDURE
15 |RAZOR_LEAF
20 |PROTECT
22 |STRUGGLE_BUG
25 |GRASS_WHISTLE
28 |SPIKY_SHIELD
30 |FIRST_IMPRESSION
30 |SYNTHESIS
33 |U$TURN
36 |STICKY_WEB

===================
034
===================
0  |PIN_MISSILE
1  |SLASH
1  |FALSE_SWIPE
1  |PIN_MISSILE
1  |SPIKY_SHIELD
1  |GRASS_WHISTLE
1  |SYNTHESIS
1  |STRING_SHOT
1  |TACKLE
5  |LEAFAGE
8  |BUG_BITE
11 |ENDURE
15 |RAZOR_LEAF
20 |PROTECT
22 |STRUGGLE_BUG
29 |FELL_STINGER
32 |CROSS_POISON
36 |LEAF_BLADE
39 |X$SCISSOR
42 |ENTRAINMENT
45 |KNOCK_OFF
47 |SWORDS_DANCE
50 |PSYCHO_CUT
53 |STICKY_WEB
56 |SOLAR_BLADE
60 |FIRST_IMPRESSION
65 |SOLSTICE_BLADE

===================
035
===================
1  |VISE_GRIP
1  |MUD$SLAP
5  |STRING_SHOT
10 |BUG_BITE
13 |BITE
16 |THUNDERSHOCK
20 |SPARK
25 |STICKY_WEB

===================
036
===================
1  |VISE_GRIP
1  |MUD$SLAP
5  |STRING_SHOT
10 |BUG_BITE
13 |BITE
16 |THUNDERSHOCK
20 |SPARK
23 |INFESTATION
26 |PARABOLIC_CHARGE
29 |STICKY_WEB
32 |ELECTROWEB
36 |X$SCISSOR
43 |CRUNCH
50 |DIG
57 |IRON_DEFENSE
64 |DISCHARGE

===================
037
===================
0  |ELECTRIC_TERRAIN
1  |PSYCHIC_NOISE
1  |VISE_GRIP
1  |MUD$SLAP
5  |STRING_SHOT
10 |BUG_BITE
13 |BITE
16 |THUNDERSHOCK
20 |SPARK
23 |INFESTATION
26 |PARABOLIC_CHARGE
29 |STICKY_WEB
32 |ELECTROWEB
36 |SILVER_WIND
39 |DISCHARGE
41 |GUILLOTINE
43 |BUG_BUZZ
45 |VOLT_SWITCH
48 |FLY
53 |THUNDERBOLT
57 |AGILITY
64 |ZAP_CANNON

===================
038
===================
1  |TACKLE
1  |DEFENSE_CURL
6  |LEAFAGE
9  |ENDURE
12 |ODOR_SLEUTH
14 |PROTECT
17 |LUCKY_CHANT
19 |COVET
22 |LEAF_TORNADO
24 |SLACK_OFF
26 |CHARM
29 |ROLLOUT
32 |COTTON_GUARD
34 |ENDEAVOR
37 |INGRAIN
40 |LEECH_SEED
43 |GIGA_DRAIN
47 |LEAF_STORM

===================
039
===================
0  |HORN_LEECH
1  |POWER_WHIP
1  |HORN_LEECH
1  |FLAME_CHARGE
1  |COVET
1  |LUCKY_CHANT
15 |STOMP
16 |HEADBUTT
18 |FRUSTRATION
25 |RETURN
29 |TAKE_DOWN
32 |COTTON_GUARD
35 |POWER_WHIP
39 |HORN_LEECH
43 |DOUBLE$EDGE
46 |DRILL_RUN
50 |HEAD_SMASH
55 |WOOD_HAMMER
60 |SYNTHESIS

===================
040
===================
0  |LIGHT_BEAM
0  |ENERGY_BALL
0  |FLOODLIGHT
1  |DAZZLING_GLEAM
1  |LIGHT_DRAIN
1  |INGRAIN
1  |LIGHT_SCREEN
1  |SUNNY_DAY
1  |COVET
1  |LUCKY_CHANT
10 |CHARGE_BEAM
15 |SWIFT
18 |SYNTHESIS
20 |GRASSY_TERRAIN
23 |SOLAR_BEAM
26 |RAINBOW_FLASH
29 |GLITTER_DANCE
32 |COTTON_GUARD
35 |ENERGY_BALL
39 |SPOTLIGHT_RAY
43 |GIGA_DRAIN
46 |PHOTON_GEYSER
48 |EXTRASENSORY
51 |CHROMO_BEAM
55 |EARTH_POWER
60 |LEAF_STORM

===================
041
===================
1  |LOW_KICK
3  |LEER
5  |FURY_CUTTER
8  |KARATE_CHOP
12 |BRUTAL_SWING
20 |QUIVER_DANCE

===================
042
===================
0  |SWORD_SPIN
1  |LOW_KICK
3  |LEER
5  |FURY_CUTTER
8  |KARATE_CHOP
12 |BRUTAL_SWING
15 |SWORD_SPIN
19 |BUG_BITE
22 |SLASH
24 |TORNADO_SPIN
26 |CROSS_CHOP
29 |U$TURN
31 |AGILITY
34 |X$SCISSOR
37 |SACRED_SWORD

===================
043
===================
0  |STAFF_JAB
1  |LOW_KICK
3  |LEER
5  |FURY_CUTTER
8  |KARATE_CHOP
12 |BRUTAL_SWING
15 |SWORD_SPIN
19 |BUG_BITE
22 |SLASH
24 |TORNADO_SPIN
26 |CROSS_CHOP
29 |U$TURN
31 |AGILITY
34 |X$SCISSOR
37 |SACRED_SWORD
39 |STAFF_JAB
42 |FIRST_IMPRESSION
45 |DETECT
50 |NO_RETREAT
55 |SKY_UPPERCUT

===================
044
===================
1  |ASTONISH
2  |GROWL
3  |ABSORB
6  |WATER_GUN
9  |HAZE
12 |MEGA_DRAIN

===================
045
===================
0  |WATER_SPORT
0  |WATER_PULSE
1  |ASTONISH
1  |TEETER_DANCE
1  |FURY_SWIPES
2  |GROWL
3  |ABSORB
6  |WATER_GUN
9  |HAZE
12 |MEGA_DRAIN
16 |FAKE_OUT
20 |BUBBLEBEAM
22 |GRASS_KNOT
25 |RAIN_DANCE
28 |GIGA_DRAIN
31 |SYNTHESIS
35 |KNOCK_OFF
38 |FLIP_TURN
41 |ZEN_HEADBUTT
45 |ENERGY_BALL
50 |HYDRO_PUMP

===================
046
===================
0  |ENERGY_BALL
0  |AQUA_JET
0  |ENCORE
1  |LIFE_DEW
1  |HYPER_VOICE
1  |AURA_SPHERE
1  |WATER_SPORT
1  |WATER_PULSE
1  |TEETER_DANCE
1  |MUDDY_WATER
1  |THIEF
1  |FAKE_OUT
1  |FURY_SWIPES
1  |FLAIL
1  |HAZE
1  |BUBBLEBEAM
1  |GIGA_DRAIN
1  |KNOCK_OFF
1  |ZEN_HEADBUTT
1  |RAIN_DANCE
1  |ENERGY_BALL
1  |HYDRO_PUMP
50 |LEECH_SEED
75 |QUIVER_DANCE

===================
047
===================
1  |FLASH
1  |DOUBLE_KICK
3  |FLASH_RAY
5  |DECK_CHANGE
8  |BABY$DOLL_EYES
10 |SPELLBIND
13 |SWIFT
15 |MAGICAL_LEAF
15 |ALCHEMY
18 |RAINBOW_FLASH
20 |MAGIC_REFLECT
20 |HEALING_CIRCLE
22 |CHARM
22 |QUICK_SPELL
24 |MOONLIGHT
25 |LIGHT_DRAIN
25 |DISABLE
28 |MAGIC_POWDER
28 |SPARKLING_TERRAIN
30 |VITRIOLIC_HEX
32 |FLOODLIGHT
33 |SPOTLIGHT_RAY
35 |TRICK
35 |LUCKY_CHANT
38 |HOCUS_POCUS
40 |DISENCHANT
43 |MAGIC_ROOM
46 |FIERY_DANCE
48 |MAGIC_TOMB
50 |GLITTER_DANCE
52 |MAGIC_MISSILES
55 |VANISHING_ACT
58 |PRISMATIC_LASER
60 |ARCANE_SPELL
62 |LIGHT_OF_RUIN
65 |OVERHEAT
70 |GEOMANCY

===================
048
===================
1  |TACKLE
3  |DEFENSE_CURL
6  |MUD_SPORT
8  |ROCK_POLISH
11 |ROCK_THROW
14 |MAGNITUDE
17 |SMACK_DOWN
21 |ROCK_TOMB

===================
049
===================
1  |TACKLE
3  |DEFENSE_CURL
6  |MUD_SPORT
8  |ROCK_POLISH
11 |ROCK_THROW
14 |MAGNITUDE
17 |SMACK_DOWN
21 |ROCK_TOMB
23 |IRON_DEFENSE
26 |ROLLOUT
29 |STEALTH_ROCK
32 |SELF$DESTRUCT
35 |ROCK_BLAST

===================
050
===================
0  |STEEL_BEAM
1  |TACKLE
3  |DEFENSE_CURL
6  |MUD_SPORT
8  |ROCK_POLISH
11 |ROCK_THROW
14 |MAGNITUDE
17 |SMACK_DOWN
21 |ROCK_TOMB
23 |IRON_DEFENSE
26 |ROLLOUT
29 |STEALTH_ROCK
32 |SELF$DESTRUCT
36 |ROCK_BLAST
40 |FIRE_BLAST
43 |STONE_EDGE
46 |IRON_DEFENSE
50 |EARTHQUAKE
54 |EXPLOSION
58 |METEOR_BEAM
62 |SUPERPOWER
65 |HYPER_BEAM

===================
051
===================
0  |SOLSTICE_BLADE
1  |KNOCK_OFF
1  |TACKLE
3  |DEFENSE_CURL
6  |MUD_SPORT
8  |ROCK_POLISH
11 |ROCK_THROW
14 |MAGNITUDE
17 |SMACK_DOWN
21 |ROCK_TOMB
23 |IRON_DEFENSE
26 |ROLLOUT
29 |STEALTH_ROCK
32 |SELF$DESTRUCT
34 |FLASH_DARTS
36 |POWER_GEM
36 |DAZZLING_GLEAM
38 |SHELL_SMASH
40 |RAINBOW_FLASH
43 |GLITTER_DANCE
45 |PRISMATIC_LASER
49 |HEX_CLAW
52 |REFLECT
55 |DIAMOND_STORM
58 |CHROMO_BEAM
60 |FLOODLIGHT
63 |SWORD_OF_DAWN
65 |METEOR_BEAM
70 |LIGHT_OF_RUIN

===================
052
===================
1  |HARDEN
1  |TACKLE
5  |SCREECH
8  |CONFUSION
10 |BIND
13 |SMACK_DOWN
15 |ALCHEMY
18 |LOW_SWEEP
21 |PSYCHO_CUT
23 |DISABLE
25 |ROCK_TOMB
28 |STEALTH_ROCK

===================
053
===================
0  |MIND_READER
1  |HARDEN
1  |TACKLE
5  |SCREECH
8  |CONFUSION
10 |BIND
13 |SMACK_DOWN
15 |ALCHEMY
18 |LOW_SWEEP
21 |PSYCHO_CUT
23 |DISABLE
25 |ROCK_TOMB
28 |STEALTH_ROCK
32 |ROCK_POLISH
35 |PSYCHIC_FANGS
38 |CURSE
40 |PSYCHIC_NOISE
42 |SKULL_BASH
46 |IRON_TAIL
50 |EARTHQUAKE
55 |COIL

===================
054
===================
0  |DIAMOND_STORM
1  |MIND_READER
1  |ACCELEROCK
1  |HARDEN
1  |TACKLE
1  |BITE
1  |CRUNCH
1  |CURSE
6  |SCREECH
9  |CONFUSION
11 |BIND
15 |ROCK_THROW
19 |LOW_SWEEP
22 |PSYCHO_CUT
24 |ROCK_TOMB
28 |STEALTH_ROCK
30 |SHADOW_CLAW
33 |DRAGON_RAGE
36 |PSYCHIC_FANGS
39 |SKULL_BASH
42 |IRON_TAIL
45 |ZEN_HEADBUTT
47 |PSYCHIC_TERRAIN
50 |HEAD_SMASH
52 |OUTRAGE
55 |EARTHQUAKE
58 |COIL
60 |ROCK_WRECKER
65 |EXPANDING_FORCE
70 |MIGHTY_CLEAVE

===================
055
===================
1  |TACKLE
3  |DEFENSE_CURL
5  |ROCK_THROW
9  |BITE
12 |THIEF
15 |ROCK_POLISH
19 |HOWL
21 |ROCK_BLAST
24 |FLAME_WHEEL
27 |CRUNCH
29 |THUNDER_FANG
31 |TRICK_TACKLE
33 |KNOCK_OFF

===================
056
===================
0  |SNARL
0  |ANCIENT_POWER
1  |TACKLE
3  |DEFENSE_CURL
5  |ROCK_THROW
9  |BITE
12 |THIEF
15 |ROCK_POLISH
19 |HOWL
21 |ROCK_BLAST
24 |FLAME_WHEEL
27 |CRUNCH
29 |THUNDER_FANG
31 |TRICK_TACKLE
33 |KNOCK_OFF
35 |STEALTH_ROCK
38 |DARK_PULSE
41 |POWER_GEM
45 |MAGIC_FANG
48 |ACCELEROCK
50 |SUCKER_PUNCH
53 |THROAT_CHOP
55 |FIRE_BLAST
58 |PSYCHIC_FANGS
60 |PARTING_SHOT
65 |JAW_LOCK

===================
057
===================
1  |KARATE_CHOP
3  |DOUBLE_KICK
5  |MUD$SLAP
8  |HEADBUTT
13 |MUD_BOMB
15 |REVENGE
20 |ANCIENT_POWER
23 |CIRCLE_THROW
26 |MANA_PUNCH
28 |STORM_THROW
31 |DETECT
34 |ACROBATICS
36 |EARTH_POWER

===================
058
===================
0  |AIR_SLASH
1  |HEAT_WAVE
1  |SKY_UPPERCUT
1  |VACUUM_WAVE
1  |KARATE_CHOP
3  |DOUBLE_KICK
5  |MUD$SLAP
8  |HEADBUTT
13 |MUD_BOMB
15 |REVENGE
20 |ANCIENT_POWER
23 |CIRCLE_THROW
26 |MANA_PUNCH
28 |STORM_THROW
31 |DETECT
34 |ACROBATICS
36 |EARTH_POWER
40 |HI_JUMP_KICK
44 |DRILL_PECK
47 |FOCUS_BLAST
50 |AEROBLAST
53 |KNOCK_OFF
57 |DRAGON_PULSE
60 |CALM_MIND
63 |BRAVE_BIRD

===================
059
===================
1  |POWDER_SNOW
1  |MEAN_LOOK
1  |CONFUSION
1  |GLARE
5  |GUST
10 |DISABLE
10 |COVET
15 |AURORA_GLOW
20 |NIGHT_SHADE
25 |AURORA_VEIL
30 |PSYCHIC_NOISE

===================
060
===================
0  |FROSTBIND
0  |AURORA_BEAM
1  |GLARE
1  |POWDER_SNOW
10 |DISABLE
15 |ICE_SHARD
20 |PSYBEAM
22 |SCARY_FACE
25 |SNOWSCAPE
29 |NIGHT_SHADE
32 |AURORA_GLOW
34 |MIST_BALL
37 |ICE_BEAM
40 |PSYCHIC
42 |AURORA_VEIL
44 |TRICK
46 |BLIZZARD
48 |MAGIC_MISSILES
50 |PSYCHIC_NOISE
53 |FREEZING_GLARE
56 |QUICK_SPELL
59 |EXPANDING_FORCE
62 |HEAT_WAVE
65 |FUTURE_SIGHT

===================
061
===================
1  |TAKE_DOWN
1  |LEER
4  |DISABLE
6  |DECK_CHANGE
8  |POWDER_SNOW
10 |LUCKY_CHANT
11 |HORN_LEECH
13 |DISENCHANT
16 |AURORA_BEAM
18 |AURORA_BOOST
21 |HEALING_CIRCLE
22 |ICE_SHARD
24 |AURORA_GLOW
25 |VITRIOLIC_HEX
27 |SPELLBIND
28 |ENCORE
30 |RAINBOW_FLASH
32 |ALCHEMY
33 |SNOWSCAPE
35 |FROSTBIND
37 |MAGIC_ROOM
39 |AURORA_VEIL
41 |TRICK
42 |QUICK_SPELL
44 |BLIZZARD
47 |MAGIC_MISSILES
50 |ARCANE_SPELL
55 |SPARKLING_TERRAIN
60 |TRICK_ROOM

===================
062
===================
1  |POWDER_SNOW
1  |STRUGGLE_BUG
30 |STICKY_WEB

===================
063
===================
0  |ICY_WIND
0  |SILVER_WIND
